"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";Peso;Alto;Ancho;Profundidad;Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca
yellogreen;YelloGreen;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-013;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, verde";;;
volume;Volume;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-046;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, violeta";;;
squished-dots;"Squished Dots";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-024;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, crema, celeste, turquesa, translucido";;;
dottis;Dottis;Pulseras;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;PC-003;;SI;NO;"<p>Pulsera de vidrio, cord&oacute;n gamuzado y metal, hecho con la milenaria la t&eacute;cnica de lampwork (vidrio trabajado con soplete).<br />
<br />
Materiales: Vidrio, cord&oacute;n y metal.</p>
";"pulsera, vidrio, Glassbeads, blanco, azul, crudo";;;
trapped;Trapped;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-036;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, rojo, crema";;;
multipoint-collar-de-vidrio;"Multipoint - Collar de vidrio";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;23;;SI;NO;"Collar de 1 cuenta de vidrio hecho con la milenaria técnica de lampwork, también conocida como GlassBeads o perlas de Murano. (vidrio trabajado con soplete)<br><br>
Esta pieza fue diseñada y creada artesanalmente a partir de varillas de vidrio de diferentes colores, con soplete y mucho amor, por Marilina Rozenberg. <br><br>
Evitá exponer tus accesorios a líquidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal.<br>
Ciertos metales pueden desgastarse debido al contacto con químicos como el agua con cloro, o el agua de mar, la transpiración, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, después de haber tenido contacto con estas sustancias.
<br><br>
Materiales: vidrio, acero con memoria y fornituras.";"azul, verde, Collar de vidrio, collar, Accesorios de vidrio, Glassbeads, Joyas de vidrio, Lampwork";;;
lineal;Lineal;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-014;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, rojo, blanco, translucido";;;
lilin;Lilin;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-048;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, lila, blanco, violeta";;;
candy;Candy;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-001;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"rojo, blanco, Collar de vidrio, collar, corto, Glassbeads.";;;
pinkydot;Pinkydot;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-026;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, translucido, rosa, negro, blanco";;;
varic;Varic;Collares;;;;;;;250.00;;0.00;0.00;0.00;0.00;1;CL1-002;;SI;NO;"<p>Collar de 1 cuenta de vidrio maciza c&uacute;bica, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + cord&oacute;n de gamuza. Regulable.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal, o se da&ntilde;e el cord&oacute;n.<br />
Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"rojo, amarillo, Collar de vidrio, collar, largo, Glassbeads";;;
contrast;Contrast;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-040;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, celeste, verde";;;
silver-flower;"Silver Flower";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-018;;SI;NO;"<p>Collar de 1 cuenta de vidrio c&uacute;bica, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, peltre, blanco, translucido";;;
aqua-rossa;"Aqua Rossa";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-005;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"translucido, rosa, turquesa, aqua, Collar de vidrio, collar, corto, Glassbeads.";;;
triple-win;"Triple Win";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-030;;SI;NO;"<p>Collar de 3 cuentas peque&ntilde;as de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, negro, plateado, violeta, peltre, blanco";;;
cream-turquoise;"Cream Turquoise";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-041;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, crema, turquesa, celeste";;;
green-dots;"Green Dots";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-019;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, verde, plateado, translucido";;;
hollow-dots-collar-de-vidrio-pieza-unica;"Hollow Dots - Collar de vidrio - Pieza única.";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;41;;SI;NO;"Collar de 1 cuenta de vidrio hueca decorada, (pieza única) hecho con la milenaria técnica de lampwork, también conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)
<br><br>
Esta pieza fue diseñada y creada artesanalmente a partir de varillas de vidrio de diferentes colores, con soplete y mucho amor, por Marilina Rozenberg.
<br><br>
Evitá exponer tus accesorios a líquidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal.
Ciertos metales pueden desgastarse debido al contacto con químicos como el agua con cloro, o el agua de mar, la transpiración, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, después de haber tenido contacto con estas sustancias.";"accesorios, Accesorios de vidrio, collar, Collar de vidrio, Glassbeads, Joyas de vidrio, Lampwork, violeta, verde";;;
fleur;Fleur;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-006;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"verde, violeta, Collar de vidrio, collar, corto, Glassbeads.";;;
ambar;Ambar;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-031;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, ambar, amarillo, negro";;;
alternate-purple;"Alternate Purple";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-042;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, violeta, lavanda, celeste, naranja, rosa";;;
blue-spike;"Blue Spike";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-020;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, azul, turquesa";;;
squish;Squish;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-007;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"blanco, azul, dorado, Collar de vidrio, collar, corto, Glassbeads.";;;
fire-and-sea;"Fire and Sea";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-032;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, naranja, azul, amarillo, rojo";;;
lilly;Lilly;Collares;;;;;;;250.00;;0.00;0.00;0.00;0.00;1;CL1-004;;SI;NO;"<p>Collar de 1 cuenta de vidrio maciza, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + cord&oacute;n de gamuza. Regulable.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal, o se da&ntilde;e el cord&oacute;n.<br />
Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"violeta, rosa, naranja, lila, Collar de vidrio, collar, largo, Glassbeads";;;
triple-blue;"Triple Blue";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-043;;SI;NO;"<p>Collar de 3 cuentas peque&ntilde;as de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, azul, celeste";;;
red-silver-spike;"Red Silver Spike";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-021;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, rojo, metalizado";;;
puntual;Puntual;Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-008;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"celeste, rosa, Collar de vidrio, collar, corto, Glassbeads.";;;
green-caves;"Green Caves";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-033;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, verde, blanco, translucido";;;
blackie-black;"Blackie Black";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-011;;SI;NO;"<p>Collar de 3 cuentas de vidrio peque&ntilde;as, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"collar, Collar de vidrio, corto, Glassbeads, negro, plateado, plomo";;;GlassBeat
vio-tube;"VIo Tube";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;C1-044;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, violeta";;;
blue-galaxy;"Blue Galaxy";Collares;;;;;;;250.00;;0.20;0.00;0.00;0.00;0;C1-022;;SI;NO;"<p>Collar de 1 cuenta de vidrio, hecho con la milenaria t&eacute;cnica de lampwork, tambi&eacute;n conocida como GlassBeads o perlas de Murano (vidrio trabajado con soplete)<br />
<br />
Materiales: Vidrio + Tanza con alma de acero + Fornituras + Cadena de alargue.<br />
<br />
Evit&aacute; exponer tus accesorios a l&iacute;quidos. Si se mojan, asegurate de secarlos para evitar que se oxiden o se manche el metal. Ciertos metales pueden desgastarse debido al contacto con qu&iacute;micos como el agua con cloro, o el agua de mar, la transpiraci&oacute;n, el spray de pelo, perfumes y lociones. Se recomienda ponerse los accesorios, despu&eacute;s de haber tenido contacto con estas sustancias.</p>
";"Collar de vidrio, collar, corto, Glassbeads, azul, celeste, negro";;;
argento;Argento;;;;;;;;250.00;;0.20;0.00;0.00;0.00;1;PC-001;;SI;NO;"<p>Pulsera de vidrio, cord&oacute;n gamuzado y metal, hecho con la milenaria la t&eacute;cnica de lampwork (vidrio trabajado con soplete).<br />
<br />
Materiales: Vidrio, cord&oacute;n y metal.</p>
";"pulsera, vidrio, Glassbeads, blanco, celeste, negro";;;
